id_artista;id_musica
01a02690-0cc1-721d-98dd-5c7fee646c9f;01a02690-22e3-7064-9388-0ff08deb496a
01a02690-0cc1-721d-98dd-5c80a8065d5e;01a02690-22e3-7064-9388-0ff190da373d
01a02690-0cc1-721d-98dd-5c80a8065d5e;01a02690-22e3-7064-9388-0ff219c7c8ef
01a02690-0cc1-721d-98dd-5c81537edd9b;01a02690-22e3-7064-9388-0ff38eebd6fd
01a02690-0cc1-721d-98dd-5c824355a6e7;01a02690-22e3-7064-9388-0ff4c0bafb2f
01a02690-0cc1-721d-98dd-5c83cdfc5839;01a02690-22e3-7064-9388-0ff50bb4bf1c
01a02690-0cc1-721d-98dd-5c84c4dba876;01a02690-22e3-7064-9388-0ff6a8e26fe7
01a02690-0cc1-721d-98dd-5c85e841e70c;01a02690-22e3-7064-9388-0ff75799dd1c
01a02690-0cc1-721d-98dd-5c85e841e70c;01a02690-22e3-7064-9388-0ff80ce8132a
01a02690-0cc1-721d-98dd-5c85e841e70c;01a02690-22e3-7064-9388-0ff9ea9fd485
01a02690-0cc1-721d-98dd-5c8694facade;01a02690-22e3-7064-9388-0ffa661302ef
01a02690-0cc1-721d-98dd-5c8694facade;01a02690-22e3-7064-9388-0ffbd4b8603a
01a02690-0cc1-721d-98dd-5c87dd3c5b44;01a02690-22e3-7064-9388-0ffc8d85bc09
01a02690-0cc1-721d-98dd-5c88204ecc84;01a02690-22e3-7064-9388-0ffddce04db6
01a02690-0cc1-721d-98dd-5c89360bf5e3;01a02690-22e3-7064-9388-0ffea0304e77
01a02690-0cc1-721d-98dd-5c8a78115c07;01a02690-22e3-7064-9388-0fffa32fb404
01a02690-0cc1-721d-98dd-5c8b48d33771;01a02690-22e3-7064-9388-1000c7ec7aab
01a02690-0cc1-721d-98dd-5c8b48d33771;01a02690-22e3-7064-9388-100156534b59
01a02690-0cc1-721d-98dd-5c8c84baa727;01a02690-22e3-7064-9388-1002a50742dc
01a02690-0cc1-721d-98dd-5c8d38055fa7;01a02690-22e3-7064-9388-100342a3906c
01a02690-0cc1-721d-98dd-5c8e58009190;01a02690-22e3-7064-9388-1004c291f4c8
01a02690-0cc1-721d-98dd-5c8e58009190;01a02690-22e3-7064-9388-10059d422d30
01a02690-0cc1-721d-98dd-5c8fe7445860;01a02690-22e3-7064-9388-10068bafc6f3
01a02690-0cc1-721d-98dd-5c902e76859a;01a02690-22e3-7064-9388-1007f6f94105
01a02690-0cc1-721d-98dd-5c9125e4a9d1;01a02690-22e3-7064-9388-10084abaa255
01a02690-0cc1-721d-98dd-5c9125e4a9d1;01a02690-22e3-7064-9388-100928ed073f
01a02690-0cc1-721d-98dd-5c9125e4a9d1;01a02690-22e3-7064-9388-100a0f859188
01a02690-0cc1-721d-98dd-5c9125e4a9d1;01a02690-22e3-7064-9388-100b5e38175e
01a02690-0cc1-721d-98dd-5c9125e4a9d1;01a02690-22e3-7064-9388-100ce71eedeb
01a02690-0cc1-721d-98dd-5c9125e4a9d1;01a02690-22e3-7064-9388-100da019e76f
01a02690-0cc1-721d-98dd-5c9125e4a9d1;01a02690-22e3-7064-9388-100e12a6d7ea
01a02690-0cc1-721d-98dd-5c9125e4a9d1;01a02690-22e3-7064-9388-100fcb6295a2
01a02690-0cc1-721d-98dd-5c926cdcf6dc;01a02690-22e3-7064-9388-1010b6cc6f70
01a02690-0cc1-721d-98dd-5c926cdcf6dc;01a02690-22e3-7064-9388-1011e1b3fb91
01a02690-0cc1-721d-98dd-5c93f4652b9d;01a02690-22e3-7064-9388-1012df0b82ac
01a02690-0cc1-721d-98dd-5c940fc8c2ab;01a02690-22e3-7064-9388-10134c375ec3
01a02690-0cc1-721d-98dd-5c9530e818e9;01a02690-22e3-7064-9388-10144c75f7a5
01a02690-0cc1-721d-98dd-5c96f4c56833;01a02690-22e3-7064-9388-1015151075b4
01a02690-0cc1-721d-98dd-5c977afa16d4;01a02690-22e3-7064-9388-1016c5d2b2e6
01a02690-0cc1-721d-98dd-5c98521f3733;01a02690-22e3-7064-9388-1017d3e504cd
01a02690-0cc1-721d-98dd-5c99b87b51e8;01a02690-22e3-7064-9388-10185f3bca8e
01a02690-0cc1-721d-98dd-5c9adbc58965;01a02690-22e3-7064-9388-10192f7010d5
01a02690-0cc1-721d-98dd-5c9adbc58965;01a02690-22e3-7064-9388-101a9295c3f8
01a02690-0cc1-721d-98dd-5c9b01fe8eea;01a02690-22e3-7064-9388-101b924a09f0
01a02690-0cc1-721d-98dd-5c9cfd112eb9;01a02690-22e3-7064-9388-101c00369893
01a02690-0cc1-721d-98dd-5c9d71add236;01a02690-22e3-7064-9388-101d46a77f1e
01a02690-0cc1-721d-98dd-5c9ea65d4396;01a02690-22e3-7064-9388-101e02287ea7
01a02690-0cc1-721d-98dd-5c9ea65d4396;01a02690-22e3-7064-9388-101f2afd6f0d
01a02690-0cc1-721d-98dd-5c9ea65d4396;01a02690-22e3-7064-9388-1020f0f08e72
01a02690-0cc1-721d-98dd-5c9fb069f0c3;01a02690-22e3-7064-9388-10068bafc6f3
01a02690-0cc1-721d-98dd-5c9fb069f0c3;01a02690-22e3-7064-9388-1021e5d4a96e
01a02690-0cc1-721d-98dd-5c9fb069f0c3;01a02690-22e3-7064-9388-0ffbd4b8603a
01a02690-0cc1-721d-98dd-5c9fb069f0c3;01a02690-22e3-7064-9388-1022bd995fb5
01a02690-0cc1-721d-98dd-5ca03bc26e69;01a02690-22e3-7064-9388-10233a0363e6
01a02690-0cc1-721d-98dd-5ca13a463fdd;01a02690-22e3-7064-9388-10246d791e10
01a02690-0cc1-721d-98dd-5ca2f3288014;01a02690-22e3-7064-9388-102572b67851
01a02690-0cc1-721d-98dd-5ca32869d350;01a02690-22e3-7064-9388-1026ed609ddf
01a02690-0cc1-721d-98dd-5ca490df6e31;01a02690-22e3-7064-9388-102770e245e3
01a02690-0cc1-721d-98dd-5ca56d7b1e05;01a02690-22e3-7064-9388-10285250d6c4
01a02690-0cc1-721d-98dd-5ca6cb4b006c;01a02690-22e3-7064-9388-1029f86eff70
01a02690-0cc1-721d-98dd-5ca6cb4b006c;01a02690-22e3-7064-9388-102a4697cc4a
01a02690-0cc1-721d-98dd-5ca7ef1f4815;01a02690-22e3-7064-9388-102b7f5c09c6
01a02690-0cc1-721d-98dd-5ca7ef1f4815;01a02690-22e3-7064-9388-102c9a97c61d
01a02690-0cc1-721d-98dd-5ca8a3467bec;01a02690-22e3-7064-9388-102d1f1d09f5
01a02690-0cc1-721d-98dd-5ca8a3467bec;01a02690-22e3-7064-9388-102ed4225282
01a02690-0cc1-721d-98dd-5ca8a3467bec;01a02690-22e3-7064-9388-102f38ab8d97
